Year,Month,Category,Region,Units_Sold,Revenue,Profit,Customer_Rating,Ad_Spend,profit_margin
2020,April,Beauty Products,East,362,14527.54,1949.7,3.7,2911.01,0.13420716790316872
2022,June,Groceries,East,133,4630.66,1247.62,4.7,2461.6,0.26942595655910817
2020,March,Books,North,269,20400.73,4326.11,3.2,4328.98,0.21205662738539258
2023,August,Beauty Products,South,133,24664.57,6861.58,4.4,718.56,0.27819580880591066
2023,December,Beauty Products,East,241,22319.61,2830.42,2.8,4665.06,0.1268131477207711
2024,February,Groceries,South,256,23939.21,6205.85,3.6,4011.7,0.25923370069438384
2021,May,Home Decor,South,51,5811.02,1049.29,1.2,3613.91,0.18056898788852901
2023,September,Groceries,South,292,6362.69,945.56,3.9,1546.24,0.1486101004449376
2024,September,Beauty Products,South,251,25076.61,6064.84,3.7,4246.39,0.2418524672992083
2024,July,Books,North,166,29599.69,8224.77,2.5,1382.33,0.27786676144243405
2024,December,Books,North,33,2165.19,529.0,3.5,2306.36,0.2443203598760386
2022,August,Books,East,172,22752.34,4970.92,2.1,2024.15,0.21847950584423403
2024,August,Home Decor,West,340,8152.14,2312.05,2.8,3141.41,0.2836126464952761
2021,November,Fashion,East,121,12381.69,3615.63,3.2,3555.56,0.29201425653525487
2020,September,Books,West,273,29228.71,3329.3,3.2,2983.04,0.11390512957978646
2023,May,Electronics,North,85,3581.89,673.47,3.8,3442.4,0.188020849328148
2022,February,Groceries,West,367,46231.47,9874.57,1.6,3512.37,0.21358979067721617
2023,March,Groceries,North,478,88423.45,22523.74,4.1,2183.58,0.2547258674028213
2022,December,Electronics,West,49,3561.99,544.11,2.2,4473.27,0.1527544995915205
2024,February,Books,West,61,10324.52,2405.55,4.3,4675.1,0.23299388252432074
2024,May,Electronics,West,413,63910.47,10614.94,3.6,4700.19,0.1660907829343142
2022,November,Home Decor,East,354,49811.53,10453.42,3.9,633.38,0.20985944418892574
2024,January,Beauty Products,South,42,8030.39,1635.0,2.2,4061.78,0.20360156854150296
2021,July,Home Decor,North,242,31185.91,8857.52,4.1,802.39,0.28402313737197343
2020,October,Electronics,South,197,22238.02,3879.73,3.3,947.71,0.1744638236677546
2020,April,Fashion,North,156,23627.87,6594.39,1.4,4655.14,0.2790937143297301
2020,September,Home Decor,South,108,9506.47,1419.2,3.0,4600.93,0.1492878008345895
2024,April,Beauty Products,South,294,49704.91,5676.79,1.1,815.59,0.11420984365528475
2020,May,Books,West,491,70714.27,7196.09,1.4,2192.77,0.10176291150286922
2023,December,Electronics,East,401,20075.67,5742.59,3.5,4903.25,0.2860472402664519
2023,October,Fashion,East,235,29606.79,3936.2,4.8,1352.06,0.13294923225381744
2024,August,Groceries,West,88,16054.55,4495.17,2.9,4972.58,0.27999352208563927
2023,August,Electronics,North,43,6179.07,679.29,3.2,4640.8,0.10993401919706364
2024,July,Fashion,East,37,1449.91,393.07,4.3,325.86,0.27109958549151325
2022,June,Home Decor,North,360,56442.15,13921.3,3.2,2962.82,0.24664723083723775
2024,August,Electronics,North,353,13134.41,1421.74,3.6,4903.56,0.10824544079254417
2024,March,Groceries,South,221,10707.97,2290.04,1.3,3489.81,0.21386313185412362
2021,August,Beauty Products,West,208,20067.23,3458.26,1.2,3295.38,0.17233370026655398
2021,June,Beauty Products,South,102,1405.67,192.51,3.5,4865.54,0.13695248529171142
2022,November,Books,West,356,47341.09,12978.78,3.3,2460.87,0.2741546508540467
2024,June,Fashion,South,286,11709.68,3107.77,3.5,534.09,0.26540178723927554
2022,March,Electronics,West,268,7863.79,2060.9,4.4,806.6,0.2620746484837464
2020,June,Electronics,North,308,32700.76,7376.25,4.3,1183.85,0.22556815193286028
2022,May,Books,South,337,38453.71,8382.71,2.9,4856.98,0.21799483066783412
2021,November,Beauty Products,West,450,33386.51,9539.55,2.5,437.09,0.2857306738559975
2021,October,Electronics,West,93,16144.79,1770.28,4.0,2435.77,0.10965023391447024
2023,October,Books,West,33,4966.81,861.58,3.0,2696.09,0.17346747711307658
2024,January,Electronics,East,132,22644.52,3108.93,2.2,4064.83,0.13729281963141635
2023,December,Groceries,East,115,21845.01,2828.33,2.3,3169.41,0.1294725889344981
2022,February,Electronics,West,168,13849.12,1622.02,2.6,797.77,0.11712079901105629
2022,July,Beauty Products,North,49,7008.75,1331.55,3.1,1628.71,0.18998394863563403
2022,July,Fashion,West,102,5316.2,616.83,4.6,751.53,0.11602836612618037
2022,May,Home Decor,North,70,774.54,191.72,4.4,2515.36,0.24752756474810855
2024,July,Home Decor,East,348,56284.23,6190.79,4.9,1368.93,0.1099915553610665
2024,January,Home Decor,West,219,29687.37,6000.99,3.6,4196.37,0.20213949568452846
2021,April,Beauty Products,East,380,8662.16,1506.4,3.7,3534.58,0.17390581563951718
2021,August,Home Decor,East,167,2476.46,348.33,1.2,2578.98,0.1406564208588065
2022,December,Books,South,357,25369.59,5721.36,1.3,279.07,0.22552039666387985
2024,November,Beauty Products,East,211,4512.93,544.83,3.1,1425.29,0.12072644601179279
2022,October,Groceries,East,235,41450.29,10669.47,4.3,1553.82,0.2574039892121382
2023,November,Electronics,East,390,43895.96,6220.81,2.3,4291.31,0.14171714207867878
2022,January,Electronics,East,283,11731.88,2480.61,1.0,4102.2,0.2114418149520793
2020,August,Electronics,West,195,13278.83,1449.26,1.5,969.67,0.10914063964972817
2023,August,Fashion,North,310,39653.14,7946.4,3.4,3297.08,0.20039774908115726
2020,August,Beauty Products,West,146,12313.91,2460.67,2.6,1170.97,0.19982848664640232
2022,July,Groceries,North,460,64936.69,10837.54,1.2,2721.85,0.16689393931227478
2021,May,Electronics,North,164,30511.69,3272.55,3.0,3656.43,0.10725561252097147
2023,July,Beauty Products,South,193,28486.0,7981.39,4.3,4410.81,0.28018640735800043
2022,September,Beauty Products,East,180,17511.19,3998.85,3.8,2545.32,0.22835969457244198
2022,June,Beauty Products,West,106,17886.76,3696.48,1.8,2194.54,0.20666012178840665
2020,July,Home Decor,East,153,29236.69,7565.95,1.4,240.94,0.25878271445912654
2022,May,Electronics,East,254,41260.36,7483.37,3.0,536.31,0.18136947908355622
2024,April,Electronics,South,193,34662.53,5472.78,1.9,3157.78,0.15788749407501415
2022,August,Fashion,South,48,5790.54,1303.47,1.3,2091.02,0.22510335823601946
2022,March,Fashion,North,291,7891.95,1932.73,2.4,2108.29,0.24489891598400904
2022,February,Home Decor,West,213,40782.7,12026.61,4.5,158.79,0.2948948941585526
2020,September,Electronics,North,418,61059.02,9987.31,2.6,4936.0,0.16356813456881555
2024,November,Home Decor,South,275,32414.99,5214.85,4.2,3693.82,0.1608777297170229
2022,June,Beauty Products,West,169,31809.01,3410.97,1.8,657.68,0.10723282491344434
2023,March,Books,East,437,44833.96,7343.07,3.1,3096.11,0.16378365863733652
2024,August,Electronics,West,439,37496.99,6683.69,3.0,366.48,0.17824604054885473
2021,January,Beauty Products,North,355,32333.68,3887.93,3.1,2099.08,0.12024396851827568
2021,July,Books,East,315,56938.31,14306.79,1.2,1712.52,0.2512682585766947
2021,October,Groceries,East,332,62216.39,15898.72,1.0,4904.92,0.2555390950841089
2023,November,Home Decor,South,356,34105.54,8308.07,1.4,306.16,0.24359884054027583
2023,July,Beauty Products,South,343,61712.94,17771.94,2.7,1239.23,0.2879775295100184
2021,July,Electronics,North,340,60803.47,11390.9,4.3,516.26,0.18733963703058393
2020,February,Books,North,99,12041.09,2853.01,3.7,4295.7,0.23693951295107005
2022,August,Books,West,37,5349.01,1127.05,3.6,3590.66,0.2107025412179076
2022,September,Beauty Products,South,262,5065.06,532.56,1.2,4086.2,0.10514386798971777
2022,June,Electronics,West,152,26213.39,5955.14,2.7,4744.67,0.22717931560931268
2023,July,Fashion,East,197,13515.59,3746.42,3.1,3235.84,0.27719248660250867
2022,April,Books,North,241,18782.32,3507.0,1.2,3341.46,0.18671814770486286
2020,April,Electronics,North,213,15983.68,2407.1,4.4,3003.93,0.15059735930649262
2020,May,Beauty Products,South,428,52294.51,5801.58,3.3,3904.37,0.11094051746540888
2021,August,Groceries,North,300,7966.02,1259.58,2.1,4450.92,0.15811911092364817
2020,January,Electronics,West,438,30470.06,4476.4,2.7,4132.49,0.14691142715176797
2021,December,Home Decor,South,214,20411.29,2438.99,1.2,787.56,0.11949220259963969
2020,August,Groceries,West,419,76319.07,15623.63,3.5,3681.55,0.20471462768086662
2022,July,Electronics,South,65,1740.01,353.61,3.3,3875.57,0.20322296998293113
2023,September,Groceries,North,78,4360.3,1064.38,3.0,936.42,0.24410705685388623
2022,January,Beauty Products,East,168,11035.52,2722.15,5.0,491.47,0.24667165661427826
2022,May,Electronics,East,370,56989.68,9337.61,2.8,637.33,0.16384738429835016
2021,February,Groceries,East,293,51834.88,14700.89,1.9,4072.74,0.2836099938882853
2021,May,Home Decor,South,393,36146.72,3805.79,3.8,4137.15,0.1052872847107566
2023,December,Home Decor,North,469,54613.15,6098.87,3.4,1775.21,0.1116740199018002
2024,July,Books,East,96,17089.68,3638.93,1.3,1156.21,0.21293142996241005
2020,January,Books,East,329,50397.26,12180.98,2.3,3399.33,0.24169925111008017
2023,July,Electronics,South,429,9778.3,2672.14,2.7,4714.6,0.2732724502214086
2021,February,Home Decor,South,400,64228.16,11979.74,4.9,4090.33,0.18651849905088358
2021,June,Electronics,North,317,53180.8,9550.09,2.6,2356.83,0.17957777995065888
2022,April,Groceries,South,21,3288.57,800.63,4.2,4022.89,0.2434584028924426
2022,July,Beauty Products,East,446,82490.98,17575.59,3.6,4923.51,0.2130607491873657
2024,June,Beauty Products,East,92,9670.95,2110.69,1.1,1785.29,0.21825053381518877
2024,June,Books,East,262,33466.91,4789.18,3.0,3288.93,0.1431019475655207
2024,April,Fashion,North,453,27755.64,2898.9,3.2,904.1,0.10444363740126332
2020,August,Beauty Products,North,145,26022.33,3861.98,3.3,1821.89,0.14841023075181967
2021,August,Books,North,191,12743.92,1721.82,3.6,1674.71,0.1351091343950684
2021,December,Home Decor,South,125,22334.57,3035.71,4.5,3961.51,0.1359197871282053
2021,June,Home Decor,North,361,48076.57,9254.51,3.6,4969.66,0.19249522168490807
2021,July,Electronics,East,496,25984.9,4261.13,2.5,3074.59,0.16398485274139982
2024,May,Groceries,West,60,7828.12,1714.68,4.8,2541.82,0.2190410979903221
2020,July,Beauty Products,East,446,4550.97,1239.05,3.6,1835.49,0.27226063894070934
2022,September,Home Decor,West,394,14209.67,3479.74,2.1,771.24,0.24488534920233895
2022,February,Home Decor,West,252,48030.67,11247.02,3.8,1220.26,0.23416329607727732
2021,April,Beauty Products,West,218,7252.83,1008.4,3.5,3487.03,0.13903538342964056
2024,July,Books,South,129,1608.24,185.42,4.3,698.9,0.11529373725314629
2024,May,Beauty Products,East,92,10918.42,1570.42,3.1,1978.56,0.14383216619254435
2021,March,Fashion,South,154,28916.98,8465.7,1.6,3536.1,0.2927587873975775
2020,April,Groceries,South,74,2580.58,754.77,3.0,4554.54,0.2924807601391935
2024,June,Fashion,West,297,52841.29,14087.16,4.2,4794.49,0.2665937943604329
2023,September,Fashion,West,97,3855.28,681.04,4.9,4270.48,0.17665124193314102
2020,October,Electronics,East,52,9813.84,1913.33,3.1,3673.24,0.194962420418511
2023,February,Books,South,271,11505.55,1408.93,1.2,1379.97,0.12245655357631753
2024,October,Groceries,East,188,21268.9,5307.22,3.7,3092.2,0.24952959485445886
2023,August,Beauty Products,West,210,19278.1,3705.12,1.9,692.37,0.1921932140615517
2022,November,Books,North,410,46679.24,7928.49,1.8,2091.18,0.16985045172115057
2024,July,Groceries,East,391,50386.39,9999.2,4.5,3667.27,0.19845041488386053
2023,December,Electronics,North,96,10590.46,2416.87,2.5,4942.55,0.22821199456869673
2021,November,Beauty Products,West,401,16217.29,3358.91,4.7,1246.94,0.20711906859900758
2021,December,Groceries,West,362,28328.93,4164.05,4.8,3528.23,0.14698931445698796
2024,May,Home Decor,North,490,35863.24,5926.33,3.7,713.99,0.1652480367083398
2023,December,Books,North,36,6483.42,648.93,2.8,3816.29,0.10009069287505667
2023,January,Beauty Products,North,258,21059.27,4555.25,2.3,3407.54,0.2163061682574942
2023,June,Electronics,East,136,26529.4,2770.35,2.2,1220.66,0.10442565606459248
2020,May,Electronics,South,173,25053.24,7459.2,1.5,4866.75,0.2977339457890476
2020,February,Beauty Products,North,469,60876.57,7362.59,3.5,4196.22,0.12094291777608364
2020,May,Electronics,North,162,6005.5,1094.69,4.2,4286.76,0.1822812421946549
2023,May,Fashion,South,163,13121.99,3065.15,3.3,1494.11,0.23358880779515914
2023,April,Beauty Products,North,321,54593.21,7592.34,4.8,2634.09,0.1390711408982912
2020,December,Home Decor,North,374,30616.72,8824.66,3.1,3549.82,0.2882300912703908
2022,December,Fashion,North,430,45246.68,10280.44,3.7,1808.45,0.22720871453993974
2021,January,Electronics,North,195,8651.62,1623.11,2.9,452.76,0.18760763880059453
2020,July,Books,North,33,3479.38,408.29,2.6,1267.27,0.11734561904707161
2020,July,Beauty Products,East,253,50063.23,6554.54,4.2,304.98,0.1309252319516739
2023,January,Books,South,380,12967.23,2356.32,3.7,4871.74,0.1817134422694747
2021,June,Fashion,West,203,25544.88,6402.57,3.3,1536.81,0.2506400499826188
2020,September,Electronics,North,196,33750.86,3660.06,3.7,4406.87,0.10844345892223191
2024,May,Electronics,South,325,54883.79,13812.83,4.4,2697.15,0.2516741281897624
2022,October,Home Decor,North,186,24258.29,6102.97,1.6,3615.32,0.2515828609518643
2023,February,Fashion,East,400,77177.43,15420.06,3.8,892.11,0.1998001229115818
2024,March,Electronics,West,263,22382.93,2512.24,2.9,3061.47,0.11223910363835296
2022,January,Books,East,277,28964.31,8186.07,4.5,3549.27,0.28262610088070456
2023,July,Home Decor,West,443,18022.99,4509.52,5.0,4151.99,0.25020931599029905
2022,May,Fashion,South,335,44958.66,6972.5,4.2,4281.0,0.1550869176261036
2022,November,Books,South,134,8881.87,1549.79,4.2,1714.7,0.17448915599980633
2021,September,Fashion,North,297,9628.41,1398.95,4.2,4095.93,0.14529397896433577
2024,August,Home Decor,South,429,53183.14,7886.92,4.4,4918.71,0.14829737394219297
2022,January,Beauty Products,South,48,6769.08,1800.49,1.3,4268.82,0.2659874015375797
2024,February,Beauty Products,West,158,12677.25,2819.04,1.4,893.21,0.22236999349227948
2022,February,Fashion,South,108,8442.52,2459.52,2.1,1481.24,0.2913253388798605
2020,December,Electronics,East,391,42162.26,12376.62,2.4,2233.48,0.29354735728113246
2021,May,Home Decor,North,333,16010.5,4698.19,2.6,311.19,0.29344430217669654
2023,December,Fashion,East,88,2857.7,767.73,2.3,4371.84,0.26865311264303465
2020,March,Groceries,West,383,59658.9,6926.92,3.0,3069.13,0.11610874488131695
2022,November,Books,East,60,9522.8,1855.16,3.2,2381.34,0.1948124501197127
2023,August,Home Decor,North,375,50092.45,14751.27,4.5,3869.11,0.29448090480701183
2022,July,Groceries,North,450,46073.21,12165.79,1.3,3386.41,0.26405344884803994
2020,April,Beauty Products,North,154,3987.19,909.18,3.3,3735.77,0.22802525086589803
2024,March,Groceries,East,148,16162.39,2308.54,3.0,736.58,0.14283407342602178
2022,July,Electronics,West,53,541.78,150.76,2.2,2042.1,0.2782679316327661
2024,April,Books,West,28,3510.87,443.18,3.7,4626.17,0.12623082028101298
2020,November,Groceries,North,27,3853.1,924.88,1.2,3127.84,0.24003529625496353
2020,January,Books,North,178,18767.52,2392.97,1.7,691.55,0.12750592513022496
2023,September,Home Decor,East,490,90930.82,12611.47,4.9,4075.86,0.1386930195944565
2022,January,Books,North,114,21023.81,4797.02,4.6,2760.57,0.2281708215589848
2022,April,Beauty Products,South,297,6261.05,1630.48,4.2,4400.49,0.26041638383338256
2024,April,Groceries,South,71,2163.23,279.47,5.0,4755.37,0.12919107075992844
2022,October,Home Decor,South,227,21464.44,5173.01,2.5,3917.98,0.24100372523112648
2024,December,Fashion,West,318,52502.29,15030.68,3.5,2260.95,0.28628617913618626
2022,November,Home Decor,North,87,13450.65,1914.03,2.4,375.62,0.1423001862363529
2021,June,Fashion,South,257,2858.22,832.54,4.3,387.9,0.2912791877462197
2023,October,Home Decor,South,258,26227.58,4531.75,4.2,2771.96,0.17278567065661413
2020,November,Groceries,North,84,15711.49,3196.61,1.6,1902.75,0.20345683318386737
2023,April,Groceries,North,91,13442.53,3561.45,3.6,757.79,0.26493896610236317
2024,October,Fashion,South,425,33779.8,10044.06,5.0,1581.33,0.2973392382429736
2024,June,Groceries,East,276,52315.62,5663.86,4.3,198.55,0.1082632682170258
2023,August,Home Decor,West,360,59587.7,6445.44,2.1,2715.59,0.10816728955807994
2023,September,Fashion,North,395,24127.97,6070.62,2.2,2099.94,0.25160094280621204
2024,August,Fashion,West,194,6920.91,1198.33,4.5,855.56,0.17314630590485933
2022,November,Books,North,453,4689.11,716.84,3.8,2156.62,0.15287335976336663
2023,December,Books,West,249,21741.57,5166.23,2.9,4059.59,0.237619914293218
2024,February,Books,North,58,1179.31,225.72,2.9,563.96,0.19140005596492865
2024,July,Beauty Products,East,53,6223.65,1613.3,3.7,1160.62,0.2592208752098849
2022,January,Electronics,West,277,14537.21,2822.17,3.6,2752.59,0.1941342252055243
2020,February,Groceries,North,288,53434.07,9809.24,4.2,4314.73,0.18357650839623482
2020,October,Electronics,East,352,22544.81,2413.58,3.1,2873.32,0.10705701223474492
2022,February,Books,West,227,6177.41,1336.97,2.3,1109.26,0.2164288917199927
2022,August,Books,North,355,8234.53,1151.37,1.4,4228.69,0.1398221877872811
2022,August,Electronics,East,149,7072.33,1241.44,2.7,1145.21,0.175534795463447
2021,October,Fashion,West,185,33526.44,9657.14,3.0,895.84,0.2880454948392969
2022,October,Home Decor,East,84,7141.61,1232.68,4.8,4447.57,0.17260533689182134
2021,November,Books,West,275,13819.68,3061.31,3.0,1784.89,0.22151815382121726
2022,October,Groceries,South,357,10618.33,1449.18,1.6,4058.56,0.13647908851956947
2024,May,Fashion,North,298,45717.46,8436.76,4.4,3231.15,0.1845413109127235
2022,June,Beauty Products,South,73,9191.78,1310.09,2.5,890.21,0.1425284330129746
2020,July,Fashion,East,191,3593.65,975.27,4.9,4036.72,0.27138702989996244
2021,October,Groceries,East,111,6009.38,1239.06,3.5,4448.04,0.20618765995826524
2024,April,Beauty Products,South,190,9819.01,1383.7,1.7,4872.78,0.14092052050053927
2021,June,Fashion,West,377,7644.6,2058.47,2.5,172.03,0.2692711194830337
2020,April,Books,South,329,6471.14,724.98,3.1,1879.21,0.11203281029308591
2020,February,Home Decor,North,299,32194.64,5232.38,2.8,1645.33,0.16252332686434762
2020,October,Electronics,West,452,33931.44,5684.21,1.7,4667.04,0.16752044711335562
2024,April,Groceries,North,287,52981.21,5880.04,3.8,3138.2,0.11098349773438546
2021,September,Home Decor,West,275,17423.44,2898.7,4.6,4487.53,0.1663678355135381
2023,April,Electronics,East,293,22129.72,3325.31,4.7,2494.54,0.1502644407611122
2022,October,Beauty Products,North,454,86125.67,9629.87,2.7,2203.28,0.11181184425038436
2021,June,Fashion,East,473,53557.46,6179.76,2.4,602.83,0.11538560641225332
2024,November,Electronics,East,378,10216.53,1554.99,3.8,3817.24,0.152203341056112
2020,December,Groceries,West,344,8196.52,2319.16,1.5,2447.89,0.28294446911616145
2024,April,Books,North,261,35926.51,10361.69,2.7,3753.45,0.28841348630857827
2023,April,Books,South,73,14283.78,1987.86,2.6,1263.09,0.13916904348848833
2021,January,Electronics,West,125,21711.66,2656.51,2.4,2872.99,0.1223540714989089
2024,December,Electronics,East,428,80545.84,20172.34,2.7,4712.18,0.25044546062217493
2023,October,Electronics,West,446,18596.62,2542.11,1.2,3439.64,0.13669742135936533
2022,November,Books,North,468,10252.52,2294.11,4.3,3043.98,0.22376059739459178
2022,September,Groceries,North,282,14606.25,1753.39,3.1,2221.33,0.12004381685922123
2021,June,Beauty Products,West,157,7144.89,1602.61,2.0,1444.97,0.2243015637749496
2023,May,Groceries,West,76,6884.23,749.49,4.8,2842.56,0.10887056359244245
2022,January,Home Decor,North,357,19697.42,5215.19,1.2,1119.99,0.2647651316771435
2022,April,Home Decor,South,30,5134.52,566.9,1.9,884.93,0.11040954169036248
2022,February,Fashion,North,349,69551.8,9749.96,1.1,1594.03,0.14018271274071986
2020,October,Home Decor,East,417,71924.13,18375.28,1.0,4698.42,0.25548143578518084
2022,November,Groceries,North,476,59692.11,10157.38,1.5,4256.51,0.170162857369257
2022,April,Home Decor,West,58,8680.25,1691.33,4.5,3628.23,0.19484807465222775
2022,December,Home Decor,East,358,25213.33,3601.22,4.8,3863.04,0.1428300030182447
2023,July,Beauty Products,East,269,18989.36,3173.85,5.0,1111.94,0.16713833430931846
2020,July,Fashion,East,77,5487.04,597.09,3.4,3704.31,0.10881823351023504
2022,July,Home Decor,South,99,7886.01,1459.49,4.7,1796.07,0.18507331337393687
2022,December,Home Decor,East,224,10322.04,2718.81,2.6,4379.12,0.2633985142471837
2022,October,Beauty Products,South,195,7905.02,1370.04,4.5,4512.4,0.1733126544904377
2023,August,Books,North,477,48249.7,8237.87,2.0,3848.4,0.17073411855410503
2020,June,Beauty Products,West,90,7736.84,1758.84,3.9,3694.56,0.22733312308384301
2020,August,Fashion,West,242,18209.45,4462.99,2.5,120.8,0.24509197147634879
2024,May,Beauty Products,East,179,17380.58,2774.41,3.1,4264.27,0.1596270089950968
2024,December,Books,East,256,42096.75,8690.52,1.2,3037.7,0.20644158990895972
2023,November,Electronics,East,458,68058.61,19697.67,3.6,3581.3,0.28942216128128384
2021,March,Groceries,North,121,8543.56,2549.04,3.3,3805.12,0.29835806151065836
2023,November,Fashion,West,396,35744.1,9327.99,3.2,2764.22,0.26096586569531754
2020,February,Beauty Products,East,147,25125.9,3892.19,2.9,1009.03,0.15490748590100253
2023,September,Fashion,West,281,10753.24,1202.31,3.4,3537.31,0.11180909195740074
2021,August,Groceries,South,227,24867.2,2659.3,4.0,2292.62,0.10694006562861923
2024,December,Groceries,West,220,22936.84,5170.29,2.4,3527.25,0.2254142244528889
2021,April,Groceries,South,333,51135.28,9460.58,1.2,4055.43,0.18501081836258645
2020,June,Books,South,472,23422.85,3399.75,1.6,4171.27,0.14514672638043621
2021,January,Beauty Products,North,47,5384.66,1154.28,1.3,3726.05,0.2143645095512066
2021,June,Home Decor,West,331,28308.94,8391.85,2.2,3326.97,0.2964381569921022
2022,December,Books,South,297,6632.65,1573.48,2.3,439.44,0.2372324787226825
2024,February,Electronics,North,308,56907.24,7880.34,3.7,4322.44,0.13847693193344116
2020,December,Electronics,West,159,21892.16,4611.14,1.5,2021.31,0.2106297414234137
2024,March,Fashion,West,473,80266.7,19741.11,2.7,3143.27,0.24594395932559832
2021,September,Books,South,378,8870.66,1773.45,3.7,3454.35,0.19992311733287038
2021,May,Fashion,East,227,39950.07,10791.26,4.4,3467.95,0.2701186756368637
2021,April,Books,South,226,4334.58,732.4,1.4,3013.19,0.1689667741741991
2021,September,Home Decor,West,452,51297.91,13195.27,3.4,1462.61,0.25722821845958244
2023,August,Groceries,South,224,37491.54,11244.88,2.5,1992.65,0.29993113112984954
2023,July,Electronics,North,109,8254.37,1846.56,4.1,4794.16,0.2237069576478883
2021,April,Home Decor,East,187,12922.21,2964.94,4.5,4804.18,0.22944527290610509
2021,May,Electronics,South,447,71496.85,11096.69,1.7,1635.71,0.15520529925444268
2024,November,Fashion,South,112,10572.28,2728.5,2.2,366.46,0.25808056540311075
2022,February,Electronics,East,446,25163.26,3120.53,3.4,2431.53,0.12401135623921544
2023,September,Electronics,South,279,15821.76,2041.95,2.3,3384.95,0.12905959893210364
2023,March,Fashion,East,246,15765.11,2354.45,1.4,300.41,0.14934561192405252
2020,February,Groceries,West,110,11997.01,3498.84,3.2,1093.24,0.2916426676313515
2021,June,Electronics,South,70,3594.91,618.48,3.5,983.55,0.17204325003963938
2021,May,Beauty Products,East,20,1369.91,189.27,2.8,1962.8,0.13816236103101665
2020,January,Fashion,South,449,56818.54,9692.13,1.5,3724.84,0.17058041266107857
2022,February,Electronics,South,479,16441.85,2896.62,2.0,1107.77,0.17617360576820737
2022,January,Home Decor,South,405,49053.27,11913.65,2.3,332.64,0.24287167807569202
2022,March,Beauty Products,North,252,8354.28,1340.7,4.5,2805.16,0.1604806159238139
2020,July,Books,West,331,31062.79,7010.58,5.0,631.28,0.22569060924662593
2022,June,Beauty Products,North,340,52214.12,5405.44,1.7,2185.67,0.10352448724597867
2021,June,Electronics,North,423,70156.08,19156.34,4.7,3851.43,0.2730531694473237
2022,August,Beauty Products,West,224,22852.6,6079.32,1.3,4449.97,0.2660231220955165
2023,October,Groceries,West,447,70648.63,19048.48,1.1,2247.99,0.2696227796632433
2023,September,Books,North,242,36541.15,6162.95,4.3,1582.93,0.1686578008628628
2020,February,Groceries,East,282,12612.9,2641.73,3.0,1726.59,0.20944667760784594
2021,April,Home Decor,East,88,10126.44,1211.13,3.9,3718.84,0.11960076789078887
2024,December,Fashion,East,129,1530.12,321.76,3.4,4060.55,0.21028416071942072
2024,July,Electronics,North,160,16939.37,5065.13,2.2,4307.44,0.2990152526333624
2024,September,Beauty Products,North,91,1675.18,197.32,2.4,2055.08,0.11779032700963478
2024,December,Beauty Products,North,63,3116.57,476.05,1.5,4933.32,0.1527480531481725
2023,March,Groceries,East,229,43271.4,6865.69,2.8,4106.96,0.1586657700005084
2023,June,Beauty Products,West,213,4399.96,901.15,3.4,785.56,0.2048086800789098
2021,April,Home Decor,South,130,9120.84,1272.8,2.0,3046.41,0.13954855035281838
2021,June,Home Decor,West,476,78591.7,12718.8,2.9,4492.35,0.16183388322176515
2022,December,Home Decor,South,177,30058.31,7241.01,3.1,3396.89,0.24089877308471433
2021,October,Beauty Products,North,383,59103.1,15776.98,1.1,4524.01,0.2669399743837464
2022,September,Books,South,431,80026.24,23386.29,1.8,2650.31,0.2922327726505706
2022,August,Books,North,72,10857.07,3085.31,5.0,4024.08,0.2841751964388182
2021,February,Fashion,North,222,4723.0,1368.95,4.1,2746.57,0.2898475545204319
2023,January,Books,South,455,16452.67,2398.09,3.0,4081.2,0.14575688930732825
2020,October,Beauty Products,West,495,53666.98,9812.66,4.9,377.5,0.18284352873964585
2020,August,Electronics,North,432,81181.39,22546.17,4.0,2397.73,0.2777258433244368
2023,July,Beauty Products,East,80,10966.98,2345.83,1.4,3231.38,0.2138993597143425
2024,January,Fashion,South,296,12070.02,3259.79,1.9,3009.47,0.2700732890252046
2021,November,Home Decor,North,54,1572.48,384.1,2.4,2923.59,0.24426383801383802
2020,May,Home Decor,South,325,24612.1,5437.76,2.5,3909.31,0.22093848147862233
2021,January,Books,South,159,19596.4,1963.58,1.1,3095.4,0.1002010573370619
2021,December,Electronics,East,223,22206.9,6118.61,1.9,2506.19,0.27552742616033754
2020,June,Books,North,258,31732.9,6003.26,2.9,3228.76,0.18918094469777424
2023,June,Groceries,North,459,83634.84,14872.89,1.2,3684.24,0.17783127223056802
2022,December,Fashion,West,103,7125.27,2055.17,4.5,4496.49,0.2884339821508518
2024,May,Beauty Products,South,326,36484.87,8248.26,4.5,1580.65,0.22607343811283964
2023,May,Home Decor,South,321,17584.98,4336.5,1.1,1436.07,0.2466024982684086
2021,June,Groceries,South,442,19661.31,5149.16,2.2,4620.24,0.26189302747375426
2020,July,Groceries,East,198,3653.18,966.82,4.7,1039.8,0.26465161858983133
2021,November,Electronics,South,316,8828.05,1502.71,3.0,3783.22,0.17021992399227465
2023,May,Electronics,West,220,36700.75,10785.11,1.5,1781.23,0.2938662016443806
2021,May,Electronics,West,94,18204.63,5386.68,4.9,2546.97,0.29589615389052126
2021,October,Fashion,North,200,36459.34,10272.68,1.1,4603.26,0.28175715742523044
2023,January,Fashion,West,38,5606.14,1577.25,3.2,4788.84,0.2813433128676772
2024,October,Groceries,East,422,13513.47,2667.7,3.1,495.29,0.19741043566160282
